Date,Total Cases,New Cases,Total Deaths,New Deaths,Total Tested
07/29/2021 12:00:00 AM,44025,240,632,3,2009
07/30/2021 12:00:00 AM,44230,205,635,3,1779
07/31/2021 12:00:00 AM,44416,186,637,2,1141
08/01/2021 12:00:00 AM,44557,141,638,1,953
08/02/2021 12:00:00 AM,44832,275,642,4,1894
08/03/2021 12:00:00 AM,45076,244,646,4,2153
08/04/2021 12:00:00 AM,45332,256,651,5,1729
08/05/2021 12:00:00 AM,45604,272,653,2,1967
08/06/2021 12:00:00 AM,45817,213,657,4,1705
08/07/2021 12:00:00 AM,45999,182,662,5,1102
08/08/2021 12:00:00 AM,46160,161,664,2,907
08/09/2021 12:00:00 AM,46466,306,668,4,2131
08/10/2021 12:00:00 AM,46729,263,670,2,1883
08/11/2021 12:00:00 AM,46939,210,670,0,1546
08/12/2021 12:00:00 AM,47180,241,673,3,1936
08/13/2021 12:00:00 AM,47377,197,676,3,1557
08/14/2021 12:00:00 AM,47533,156,678,2,947
08/15/2021 12:00:00 AM,47662,129,680,2,763
08/16/2021 12:00:00 AM,47888,226,684,4,1829
08/17/2021 12:00:00 AM,48114,226,689,5,1974
08/18/2021 12:00:00 AM,48347,233,692,3,1639
08/19/2021 12:00:00 AM,48582,235,698,6,2003
08/20/2021 12:00:00 AM,48744,162,699,1,1496
08/21/2021 12:00:00 AM,48880,136,702,3,1005
08/22/2021 12:00:00 AM,49013,133,705,3,789
08/23/2021 12:00:00 AM,49248,235,708,3,1961
08/24/2021 12:00:00 AM,49435,187,711,3,2020
08/25/2021 12:00:00 AM,49621,186,715,4,1539
08/26/2021 12:00:00 AM,49787,166,718,3,1582
08/27/2021 12:00:00 AM,49972,185,722,4,1624
08/28/2021 12:00:00 AM,50095,123,724,2,1015
08/29/2021 12:00:00 AM,50168,73,732,8,837
08/30/2021 12:00:00 AM,50349,181,735,3,1914
08/31/2021 12:00:00 AM,50499,150,742,7,2365
09/01/2021 12:00:00 AM,50680,181,742,0,1970
09/02/2021 12:00:00 AM,50854,174,750,8,1847
09/03/2021 12:00:00 AM,50989,135,756,6,1670
09/04/2021 12:00:00 AM,51084,95,758,2,947
09/05/2021 12:00:00 AM,51172,88,760,2,769
09/06/2021 12:00:00 AM,51217,45,762,2,632
09/07/2021 12:00:00 AM,51390,173,764,2,2409
09/08/2021 12:00:00 AM,51564,174,769,5,1930
09/09/2021 12:00:00 AM,51755,191,770,1,1924
09/10/2021 12:00:00 AM,51922,167,773,3,1741
09/11/2021 12:00:00 AM,52015,93,776,3,1101
09/12/2021 12:00:00 AM,52090,75,776,0,891
09/13/2021 12:00:00 AM,52254,164,779,3,2028
09/14/2021 12:00:00 AM,52402,148,779,0,2064
09/15/2021 12:00:00 AM,52553,151,782,3,1903
09/16/2021 12:00:00 AM,52719,166,785,3,1780
09/17/2021 12:00:00 AM,52832,113,787,2,1638
09/18/2021 12:00:00 AM,52915,83,791,4,958
09/19/2021 12:00:00 AM,53007,92,794,3,850
09/20/2021 12:00:00 AM,53148,141,795,1,2031
09/21/2021 12:00:00 AM,53266,118,797,2,1987
09/22/2021 12:00:00 AM,53380,114,797,0,1638
09/23/2021 12:00:00 AM,53492,112,802,5,1673
09/24/2021 12:00:00 AM,53604,112,805,3,1451
09/25/2021 12:00:00 AM,53652,48,806,1,885
09/26/2021 12:00:00 AM,53714,62,808,2,740
09/27/2021 12:00:00 AM,53825,111,810,2,1864
09/28/2021 12:00:00 AM,53938,113,813,3,1866
09/29/2021 12:00:00 AM,54055,117,814,1,1897
09/30/2021 12:00:00 AM,54162,107,815,1,1620
10/01/2021 12:00:00 AM,54256,94,817,2,1364
10/02/2021 12:00:00 AM,54319,63,819,2,793
10/03/2021 12:00:00 AM,54358,39,819,0,683
10/04/2021 12:00:00 AM,54452,94,824,5,1974
10/05/2021 12:00:00 AM,54560,108,825,1,1881
10/06/2021 12:00:00 AM,54628,68,828,3,1527
10/07/2021 12:00:00 AM,54701,73,828,0,1355
10/08/2021 12:00:00 AM,54773,72,829,1,1260
10/09/2021 12:00:00 AM,54819,46,832,3,707
10/10/2021 12:00:00 AM,54863,44,832,0,658
10/11/2021 12:00:00 AM,54932,69,835,3,1755
10/12/2021 12:00:00 AM,54993,61,837,2,1588
10/13/2021 12:00:00 AM,55052,59,841,4,1302
10/14/2021 12:00:00 AM,55107,55,844,3,1106
10/15/2021 12:00:00 AM,55169,62,845,1,1112
10/16/2021 12:00:00 AM,55205,36,848,3,645
10/17/2021 12:00:00 AM,55248,43,848,0,609
10/18/2021 12:00:00 AM,55326,78,849,1,1707
10/19/2021 12:00:00 AM,55384,58,849,0,1266
10/20/2021 12:00:00 AM,55446,62,849,0,1314
10/21/2021 12:00:00 AM,55532,86,849,0,1228
10/22/2021 12:00:00 AM,55601,69,851,2,1083
10/23/2021 12:00:00 AM,55633,32,854,3,672
10/24/2021 12:00:00 AM,55678,45,855,1,558
10/25/2021 12:00:00 AM,55758,80,855,0,1719
10/26/2021 12:00:00 AM,55836,78,856,1,1325
10/27/2021 12:00:00 AM,55902,66,859,3,1329
10/28/2021 12:00:00 AM,55977,75,860,1,1118
10/29/2021 12:00:00 AM,56031,54,861,1,1015
10/30/2021 12:00:00 AM,56076,45,861,0,627
10/31/2021 12:00:00 AM,56106,30,862,1,577
11/01/2021 12:00:00 AM,56168,62,864,2,1649
11/02/2021 12:00:00 AM,56233,65,864,0,1346
11/03/2021 12:00:00 AM,56310,77,865,1,1287
11/04/2021 12:00:00 AM,56388,78,866,1,1243
11/05/2021 12:00:00 AM,56476,88,867,1,1221
11/06/2021 12:00:00 AM,56525,49,867,0,696
11/07/2021 12:00:00 AM,56561,36,867,0,529
11/08/2021 12:00:00 AM,56679,118,868,1,1700
11/09/2021 12:00:00 AM,56769,90,868,0,1289
11/10/2021 12:00:00 AM,56861,92,868,0,1135
11/11/2021 12:00:00 AM,56941,80,873,5,894
11/12/2021 12:00:00 AM,57022,81,873,0,912
11/13/2021 12:00:00 AM,57079,57,873,0,516
11/14/2021 12:00:00 AM,57132,53,873,0,453
11/15/2021 12:00:00 AM,57233,101,873,0,1363
11/16/2021 12:00:00 AM,57354,121,874,1,1151
11/17/2021 12:00:00 AM,57491,137,874,0,1119
11/18/2021 12:00:00 AM,57613,122,875,1,1082
11/19/2021 12:00:00 AM,57708,95,876,1,953
11/20/2021 12:00:00 AM,57803,95,876,0,663
11/21/2021 12:00:00 AM,57856,53,879,3,478
11/22/2021 12:00:00 AM,57984,128,881,2,1222
11/23/2021 12:00:00 AM,58137,153,884,3,1052
11/24/2021 12:00:00 AM,58277,140,885,1,948
11/25/2021 12:00:00 AM,58291,14,885,0,174
11/26/2021 12:00:00 AM,58417,126,887,2,804
11/27/2021 12:00:00 AM,58540,123,889,2,626
11/28/2021 12:00:00 AM,58674,134,891,2,593
11/29/2021 12:00:00 AM,58928,254,893,2,1698
11/30/2021 12:00:00 AM,59169,241,897,4,1380
12/01/2021 12:00:00 AM,59393,224,898,1,1504
12/02/2021 12:00:00 AM,59659,266,899,1,1304
12/03/2021 12:00:00 AM,59877,218,900,1,1456
12/04/2021 12:00:00 AM,60029,152,901,1,790
12/05/2021 12:00:00 AM,60145,116,901,0,545
12/06/2021 12:00:00 AM,60398,253,904,3,1822
12/07/2021 12:00:00 AM,60628,230,906,2,1479
12/08/2021 12:00:00 AM,60895,267,908,2,1547
12/09/2021 12:00:00 AM,61087,192,912,4,1367
12/10/2021 12:00:00 AM,61315,228,914,2,1190
12/11/2021 12:00:00 AM,61438,123,917,3,696
12/12/2021 12:00:00 AM,61533,95,919,2,591
12/13/2021 12:00:00 AM,61840,307,921,2,2027
12/14/2021 12:00:00 AM,62066,226,923,2,1664
12/15/2021 12:00:00 AM,62303,237,927,4,1477
12/16/2021 12:00:00 AM,62531,228,932,5,1352
12/17/2021 12:00:00 AM,62765,234,934,2,1355
12/18/2021 12:00:00 AM,62934,169,937,3,850
12/19/2021 12:00:00 AM,63053,119,940,3,624
12/20/2021 12:00:00 AM,63345,292,941,1,1808
12/21/2021 12:00:00 AM,63698,353,944,3,1620
12/22/2021 12:00:00 AM,64124,426,945,1,1994
12/23/2021 12:00:00 AM,64539,415,948,3,1890
12/24/2021 12:00:00 AM,64763,224,951,3,771
12/25/2021 12:00:00 AM,64839,76,954,3,261
12/26/2021 12:00:00 AM,65087,248,958,4,747
12/27/2021 12:00:00 AM,65969,882,964,6,2677
12/28/2021 12:00:00 AM,66821,852,966,2,2270
12/29/2021 12:00:00 AM,68009,1188,969,3,2938
12/30/2021 12:00:00 AM,69260,1251,972,3,3070
12/31/2021 12:00:00 AM,69716,456,975,3,1270
01/01/2022 12:00:00 AM,69901,185,978,3,446
01/02/2022 12:00:00 AM,70309,408,980,2,872
01/03/2022 12:00:00 AM,71642,1333,981,1,3237
01/04/2022 12:00:00 AM,72886,1244,984,3,2965
01/05/2022 12:00:00 AM,74143,1257,987,3,2812
01/06/2022 12:00:00 AM,75184,1041,993,6,2604
01/07/2022 12:00:00 AM,76211,1027,997,4,2416
01/08/2022 12:00:00 AM,76882,671,999,2,1498
01/09/2022 12:00:00 AM,77281,399,1006,7,965
01/10/2022 12:00:00 AM,78775,1494,1016,10,3758
01/11/2022 12:00:00 AM,79876,1101,1019,3,2767
01/12/2022 12:00:00 AM,81121,1245,1020,1,3034
01/13/2022 12:00:00 AM,82252,1131,1024,4,2745
01/14/2022 12:00:00 AM,83218,966,1029,5,2433
01/15/2022 12:00:00 AM,83535,317,1032,3,881
01/16/2022 12:00:00 AM,83855,320,1035,3,852
01/17/2022 12:00:00 AM,84917,1062,1041,6,2884
01/18/2022 12:00:00 AM,85945,1028,1042,1,2823
01/19/2022 12:00:00 AM,86894,949,1049,7,2494
01/20/2022 12:00:00 AM,87549,655,1053,4,1889
01/21/2022 12:00:00 AM,88215,666,1057,4,1841
01/22/2022 12:00:00 AM,88591,376,1062,5,956
01/23/2022 12:00:00 AM,88811,220,1068,6,667
01/24/2022 12:00:00 AM,89518,707,1076,8,2425
01/25/2022 12:00:00 AM,90014,496,1079,3,1652
01/26/2022 12:00:00 AM,90502,488,1084,5,1647
01/27/2022 12:00:00 AM,90929,427,1087,3,1714
01/28/2022 12:00:00 AM,91309,380,1092,5,1402
01/29/2022 12:00:00 AM,91529,220,1097,5,747
01/30/2022 12:00:00 AM,91665,136,1100,3,546
01/31/2022 12:00:00 AM,92035,370,1102,2,1960
02/01/2022 12:00:00 AM,92318,283,1103,1,1378
02/02/2022 12:00:00 AM,92453,135,1105,2,658
02/03/2022 12:00:00 AM,92649,196,1106,1,949
02/04/2022 12:00:00 AM,92857,208,1111,5,1026
02/05/2022 12:00:00 AM,92967,110,1113,2,536
02/06/2022 12:00:00 AM,93057,90,1117,4,464
02/07/2022 12:00:00 AM,93254,197,1123,6,1613
02/08/2022 12:00:00 AM,93396,142,1130,7,1035
02/09/2022 12:00:00 AM,93531,135,1130,0,1055
02/10/2022 12:00:00 AM,93629,98,1133,3,868
02/11/2022 12:00:00 AM,93715,86,1133,0,738
02/12/2022 12:00:00 AM,93774,59,1136,3,448
02/13/2022 12:00:00 AM,93817,43,1137,1,356
02/14/2022 12:00:00 AM,93914,97,1137,0,1261
02/15/2022 12:00:00 AM,93984,70,1139,2,937
02/16/2022 12:00:00 AM,94061,77,1140,1,859
02/17/2022 12:00:00 AM,94077,16,1142,2,295
02/18/2022 12:00:00 AM,94112,35,1143,1,640
02/19/2022 12:00:00 AM,94134,22,1145,2,372
02/20/2022 12:00:00 AM,94160,26,1145,0,336
02/21/2022 12:00:00 AM,94224,64,1146,1,959
02/22/2022 12:00:00 AM,94284,60,1148,2,731
02/23/2022 12:00:00 AM,94337,53,1149,1,792
02/24/2022 12:00:00 AM,94379,42,1150,1,662
02/25/2022 12:00:00 AM,94422,43,1152,2,543
02/26/2022 12:00:00 AM,94445,23,1152,0,317
02/27/2022 12:00:00 AM,94473,28,1152,0,302
02/28/2022 12:00:00 AM,94508,35,1154,2,1117
03/01/2022 12:00:00 AM,94538,30,1155,1,688
03/02/2022 12:00:00 AM,94580,42,1156,1,745
03/03/2022 12:00:00 AM,94601,21,1157,1,575
03/04/2022 12:00:00 AM,94623,22,1158,1,545
03/05/2022 12:00:00 AM,94636,13,1158,0,299
03/06/2022 12:00:00 AM,94648,12,1158,0,394
03/07/2022 12:00:00 AM,94671,23,1158,0,1032
03/08/2022 12:00:00 AM,94699,28,1158,0,614
03/09/2022 12:00:00 AM,94720,21,1158,0,682
03/10/2022 12:00:00 AM,94731,11,1159,1,381
03/11/2022 12:00:00 AM,94745,14,1159,0,456
03/12/2022 12:00:00 AM,94750,5,1159,0,306
03/13/2022 12:00:00 AM,94758,8,1159,0,398
03/14/2022 12:00:00 AM,94783,25,1160,1,963
03/15/2022 12:00:00 AM,94801,18,1160,0,681
03/16/2022 12:00:00 AM,94826,25,1160,0,604
03/17/2022 12:00:00 AM,94844,18,1160,0,533
03/18/2022 12:00:00 AM,94860,16,1160,0,443
03/19/2022 12:00:00 AM,94864,4,1160,0,245
03/20/2022 12:00:00 AM,94872,8,1160,0,249
03/21/2022 12:00:00 AM,94890,18,1160,0,576
03/22/2022 12:00:00 AM,94899,9,1160,0,497
03/23/2022 12:00:00 AM,94922,23,1160,0,455
03/24/2022 12:00:00 AM,94945,23,1160,0,423
03/25/2022 12:00:00 AM,94965,20,1160,0,422
03/26/2022 12:00:00 AM,94971,6,1160,0,237
